index,distribution
nsVHxOxXiGc-17,"[0.11304152293221821, 0.00014269758298879516, 0.5017757942500879, 0.0011856112973743203, 0.0006806693534440755, 0.00021251522219062395, 0.01517293079096282, 0.0003284160825065723, 0.00041525016646639366, 0.3670445923217603]"
nsVHxOxXiGc-18,"[0.16441577701564328, 0.0012432535166955398, 0.10679426796349928, 0.07242626145167115, 0.01743678512232247, 0.14368505654538355, 0.16868002665182086, 0.09333559416977796, 0.1635647292340827, 0.06841824832910322]"
nsVHxOxXiGc-19,"[0.03291025243288448, 0.14468106042481627, 0.18897670537017572, 0.06048406565928598, 0.019955569548338988, 0.028300977365528546, 0.07077837035524202, 0.19611414921112744, 0.012823314405870822, 0.24497553522672977]"
nsVHxOxXiGc-20,"[5.681271001968197e-05, 0.16410441035234774, 0.09177474717665929, 0.026001103289342894, 0.025862862025706364, 0.19114918556929153, 0.09537161062830234, 0.1480599440926352, 0.05685027992497997, 0.20076904423071534]"
nsVHxOxXiGc-21,"[0.06723402287130958, 0.24410795632808005, 0.10011228257419201, 0.002049971742679354, 0.030434477291380945, 0.09955985342152462, 0.17185034237983668, 0.14400359743968733, 0.014118797924004885, 0.12652869802730426]"
nsVHxOxXiGc-22,"[0.09674874536063338, 0.12473076657557605, 0.1267135161798556, 0.0796981525212745, 0.01812607965841014, 0.06398233849259871, 0.13647881125196504, 0.06908002629959183, 0.025646964198126877, 0.25879459946196637]"
nsVHxOxXiGc-23,"[0.008818617546271805, 0.1710265773440037, 0.058492221147395176, 0.017635631981668388, 0.11621944140027633, 0.038400089337143915, 0.07114288888746924, 0.20109178844598127, 0.037983721638064266, 0.27918902227172554]"
nsVHxOxXiGc-24,"[0.1375956062273561, 0.1399287325130934, 0.11938407940704168, 0.09093464908102017, 0.02054402711332407, 0.12348085308143478, 0.11406523368347281, 0.06435857997193066, 0.04247901902713233, 0.14722921989419385]"
nsVHxOxXiGc-25,"[0.34127442381032463, 0.030172968781963863, 0.015365979115669347, 0.1414330338199763, 0.034196329200271935, 0.1404746528788371, 0.14954420503728885, 0.06217269172195796, 0.054435569516854194, 0.03093014611685572]"
nsVHxOxXiGc-26,"[0.01597645603346245, 0.09166755142161098, 0.06904106402278552, 0.0017067773408849533, 0.028070632022756937, 0.14246930755537598, 0.44154436346169396, 0.09219841363397382, 0.005237378852608242, 0.11208805565484724]"
nsVHxOxXiGc-27,"[0.06622441885074845, 0.0004160529604986126, 0.06522517416796035, 0.03902356690427609, 0.002011648105737971, 0.15952360997903406, 0.3302282804570961, 0.1900622963444446, 0.04027238475649791, 0.10701256747370569]"
nmfAp-QqOBk-1,"[0.056152010701119914, 0.047224515165447456, 0.09416769632387105, 0.057943824670624464, 0.054565877544702185, 0.20410309782974512, 0.15636373593215822, 0.07654972136458033, 0.10561924615409121, 0.1473102743136601]"
nmfAp-QqOBk-2,"[0.07161274091907334, 0.041658712071847265, 0.05794838383024038, 0.02875254875342051, 0.04238518461655403, 0.2902246560274336, 0.13148771219087307, 0.09275327597768805, 0.0672150122008224, 0.17596177341204772]"
nmfAp-QqOBk-3,"[0.16920406560786977, 4.119447247315013e-05, 0.07480793458599588, 0.014506519880105422, 0.00016471368491234752, 0.11402772981093193, 0.3342113564002782, 0.1523745003434894, 0.09767915988983816, 0.04298282532410581]"
nmfAp-QqOBk-4,"[0.12948444487579586, 0.1027806008350524, 0.0067546255878650615, 0.016204618567284505, 0.03400813300410222, 0.16986003387420928, 0.15671730491660787, 0.1156959713363523, 0.09032227944563076, 0.17817198755710006]"
nmfAp-QqOBk-5,"[0.11454671702264521, 3.861311290022481e-05, 0.0672538314731716, 0.00188511651151339, 0.09275709798601792, 0.15398691185699637, 0.0914150393263128, 0.19361680155738725, 0.06492240739767141, 0.21957746375538392]"
nmfAp-QqOBk-6,"[0.18064089807924752, 1.9118210557015107e-05, 0.2851648802472423, 0.05771658741763411, 0.006233397871317973, 0.059919777320533524, 0.25941426554743147, 0.09137308476091073, 0.05806516507847818, 0.001452825466647247]"
nmfAp-QqOBk-7,"[0.12986553761458064, 0.06138383718701867, 0.04899347762708398, 0.03889556010198374, 0.019809262416900463, 0.10913167158567277, 0.11433468911142365, 0.13625221032346696, 0.1986869176560859, 0.14264683637578288]"
nmfAp-QqOBk-8,"[0.04829953690174715, 0.0517970652188632, 0.03643247528718996, 0.0591500508054018, 0.11469329030493466, 0.21573254939274317, 0.1238655063403697, 0.06984606612510454, 0.09869245266743895, 0.18149100695620662]"
nmfAp-QqOBk-9,"[0.07057436096929759, 0.08350687108636999, 0.06222960348515737, 0.04082803188085728, 0.05070431872748711, 0.13647536524295353, 0.1631837445520109, 0.10234255428613512, 0.08134303028852612, 0.2088121194812051]"
4xUJ2gv1ztU-1,"[0.09748469281966884, 0.06770963805300251, 0.07948407859695192, 0.00011038881206304946, 0.0790038288446988, 0.12850662004473937, 0.0926630273212772, 0.12423984577255696, 0.07020433545458633, 0.26059354428045534]"
4xUJ2gv1ztU-2,"[0.11075618470414537, 0.000286001117343255, 0.1060610276319587, 0.05299644374550358, 0.09422953736178595, 0.13633501480499785, 0.2457433007275164, 0.04015374463187357, 0.1351973103116811, 0.07824143496319436]"
4xUJ2gv1ztU-3,"[0.04229901261411808, 0.0754867336643051, 0.12750199274435775, 0.04852086498908412, 0.10966146472304446, 0.0745633932017267, 0.13810959393045674, 0.06018614671501668, 0.12402424324187802, 0.19964655417601215]"
4xUJ2gv1ztU-4,"[0.05729011053355672, 0.009865941066104143, 0.10079143032521526, 0.05710418826528338, 0.07927053734975403, 0.13300574471558435, 0.19620522914890232, 0.05417541793045023, 0.09293454614173174, 0.21935685452341763]"
4xUJ2gv1ztU-5,"[0.11146620628223015, 0.09070934487098005, 0.1474152583854349, 0.08849981464293774, 0.027017209066150193, 0.13208707068201792, 0.20345477908843446, 0.00021693793192949996, 0.035429218679590826, 0.1637041603702944]"
4xUJ2gv1ztU-6,"[0.0827759303764978, 0.036356735709217235, 0.07444227454659677, 0.029845679539211765, 0.06625090227265039, 0.12560619201576936, 0.23252592426367005, 0.08890432531713352, 0.07402511798013814, 0.1892669179791147]"
4xUJ2gv1ztU-7,"[0.06620779883024974, 0.06730760404936913, 0.05281090548564679, 0.001390576169758734, 0.08365740304686525, 0.10215928437189044, 0.09515270658521105, 0.13258522795948666, 0.07127647660190907, 0.3274520168996131]"
4xUJ2gv1ztU-8,"[0.052177462933126965, 0.10958964003002901, 0.07283848619665081, 0.03155605881371917, 0.04442012826056078, 0.14172032118846417, 0.08428240057933988, 0.08406207537031633, 0.12132741799494609, 0.2580260086328469]"
4xUJ2gv1ztU-9,"[0.031548124151933025, 0.12234239884922378, 0.15249012629471323, 0.08742285968742984, 0.0007362636978980596, 0.22112162335029262, 0.12876364676871166, 0.03322841326146473, 0.08230487188624086, 0.14004167205209211]"
4xUJ2gv1ztU-10,"[0.04171770190599871, 4.2873707058378685e-05, 0.10711605796339167, 0.0030212485411629246, 0.3071553189907267, 0.18517554989338025, 0.1035047188265129, 0.10939077397082651, 0.04237706625292749, 0.10049868994801457]"
4xUJ2gv1ztU-11,"[0.11861733476359888, 0.0338811098632736, 0.03169128613691777, 0.17743530548159694, 0.04149221629927804, 0.16006129468577224, 0.1032304520453934, 0.02430257044417304, 0.055662748562729486, 0.2536256817172664]"
4xUJ2gv1ztU-12,"[0.041209138555318575, 0.00030384418099138713, 0.11923048352191243, 0.0002284360281953279, 0.07161145789912261, 0.15438016132983987, 0.1920946557091281, 0.05869722112978683, 0.05254661066441705, 0.3096979909812879]"
4xUJ2gv1ztU-13,"[0.06402202802465752, 0.04297895117580286, 0.003995628323679864, 0.04185044167270738, 0.2757133716150855, 0.041748010829951755, 0.22358171599935833, 0.0287708428156419, 0.041564918344648774, 0.23577409119846618]"
4xUJ2gv1ztU-14,"[0.03074271691290021, 0.0475969218027935, 0.24206479816485782, 0.0004268504476414761, 0.0003495147963776083, 0.11323465254284436, 0.13415659097267957, 0.0855550364283597, 0.12412405850679474, 0.221748859424751]"
4xUJ2gv1ztU-15,"[0.10723242335371537, 0.06544961942714564, 0.07067875075773805, 0.00021940971794220943, 0.11149650030941828, 0.04138979002138451, 0.1512526623276628, 0.07435624880106899, 0.25728366464600144, 0.12064093063792275]"
4xUJ2gv1ztU-16,"[0.07294865337509517, 7.83776269663098e-05, 0.03553457777598395, 0.08720245672228794, 0.03707028710267488, 0.2895699095376248, 0.13040908464768033, 0.24590768842338315, 0.0011849115111169123, 0.10009405327718655]"
4xUJ2gv1ztU-17,"[0.17965077558535097, 0.09397495219455543, 0.0007121094961577495, 0.00010085165019029428, 0.0574798311813072, 0.16483533896437313, 0.0946026210391604, 0.07204504799002795, 0.0789421055908509, 0.25765636630802585]"
4xUJ2gv1ztU-18,"[2.5962533897757218e-05, 0.052747180029078564, 0.12735305831762797, 0.05716500142605604, 0.14081455875333643, 0.01298455024874476, 0.08830455009937675, 0.32522906704738014, 0.00022739417186618614, 0.19514867737263547]"
4xUJ2gv1ztU-19,"[1.2667610377575622e-05, 0.00013850687543542878, 0.22750571143574172, 0.05203280933556867, 0.18542575198915992, 0.1300650943982116, 6.143061901243682e-05, 0.0003134160559265959, 0.32666578158876886, 0.07777883009179706]"
4xUJ2gv1ztU-20,"[0.17404542470971668, 7.695001516141185e-05, 0.0001062905144944695, 0.00012493110227334374, 0.2557745113501031, 0.22577040126159897, 0.13718206965896218, 0.05298019967415942, 0.1485818196304424, 0.0053574020830880155]"
4xUJ2gv1ztU-21,"[0.039284621795320884, 2.9236819345787258e-05, 3.9808857167896574e-05, 0.08685740792965795, 0.01073839600839943, 0.2486309730878009, 0.24884737767350762, 0.12694956743353247, 0.23817877941363202, 0.0004438309816349638]"
4xUJ2gv1ztU-22,"[0.0955373886592402, 0.14917606390701824, 0.10985480829644181, 0.07981400170001952, 0.027267219311233677, 0.08324494408830652, 0.07373497759682242, 0.11456982623828904, 0.08250672633420021, 0.1842940438684282]"
4xUJ2gv1ztU-23,"[8.945864012416314e-05, 7.817293338147047e-05, 0.02814774443533227, 0.00040358977996628637, 0.1740120217973932, 0.03920514798930777, 0.003578322284182886, 0.2584564484253553, 0.08574099717908577, 0.41028809653587095]"
4xUJ2gv1ztU-24,"[0.03307028053586968, 0.1043986825618181, 0.15323342348337488, 4.073600775466309e-05, 0.06851599425288601, 0.0691161465684781, 0.203970953368956, 1.395848488735749e-05, 0.026116506577320113, 0.3415233181586554]"
4xUJ2gv1ztU-25,"[0.0792118984046332, 0.00014424996245245012, 7.56101058081052e-05, 6.704546043265112e-05, 0.02044594745558938, 0.13506688242390522, 0.1363942246871047, 0.12825331311759341, 0.39980220078275835, 0.10053862759972253]"
4xUJ2gv1ztU-26,"[0.0002428381633274122, 0.01792692117737349, 0.14383454361721282, 0.07379809724496035, 0.0002232804892379424, 0.3101907927476536, 0.09598130523123832, 0.09310907747370822, 0.06349445782824183, 0.20119868602704602]"
4xUJ2gv1ztU-27,"[2.3644964947264683e-05, 0.00018473920176335037, 0.058686386207945515, 0.0005002973117676635, 0.11417050871429725, 0.11670589917115283, 0.24136652433050798, 0.13488060620901235, 0.1419896162816783, 0.1914917776069273]"
8MD8Z3yYIhc-1,"[0.20306475660358747, 0.13631092358618738, 0.04713617377163227, 0.060328949304127785, 0.07998276973977157, 0.13013347623274765, 0.09749602122114787, 0.05076101720633236, 0.06251335175182461, 0.1322725605826415]"
8MD8Z3yYIhc-2,"[0.15363838627970633, 0.018441140441514115, 0.09824505744819531, 0.001869524392647132, 0.08607684302158441, 0.1560871589942234, 0.2720629985801226, 0.06792458860571131, 0.042451854423568136, 0.10320244781272733]"
8MD8Z3yYIhc-3,"[0.10885860778125533, 0.0503964022651531, 0.00015632722586397896, 0.032636812174183995, 0.09036344424194344, 0.1452608238214339, 0.2182526812392846, 0.03983801426339364, 0.2617933932188825, 0.05244349376860535]"
8MD8Z3yYIhc-4,"[0.058595970774275516, 0.03509503413506719, 0.11653812281038067, 0.01988434221713863, 0.08353859338139683, 0.14450553266986382, 0.2982368718727502, 0.02018658538520354, 0.11099719715926541, 0.11242174959465816]"
8MD8Z3yYIhc-5,"[0.05892629267580955, 0.019327918872239187, 0.10592427528169389, 0.06248215491530521, 0.07135116924760859, 0.07115570965334368, 0.1940184871941189, 0.04603348128157385, 0.1016092003175172, 0.2691713105607897]"
8MD8Z3yYIhc-6,"[0.0023947955491222268, 0.0007449039329405708, 0.15230870315540818, 0.003132907170645691, 0.12017917949574519, 0.059124164896663715, 0.04648743794879138, 0.11270562762819213, 0.18637136425920672, 0.31655091596328416]"
8MD8Z3yYIhc-7,"[0.1902503384986687, 0.02066682790370241, 0.18117921530302752, 0.0019259016894789525, 2.1703637967156132e-05, 0.21195922332425193, 0.13233593164107943, 0.00011268066345365554, 0.12037532146403747, 0.14117285587433268]"
8MD8Z3yYIhc-8,"[0.09867810394731433, 0.06180026564930086, 0.12958382844041916, 0.026385888627446136, 0.036107358203326334, 0.04344700829333217, 0.15576293053180296, 0.11331618290883352, 0.09059253475315704, 0.2443258986450673]"
8MD8Z3yYIhc-9,"[0.04162461187040907, 0.032883699943329674, 0.12631689369611226, 0.00024060767581968268, 0.11864463877352793, 0.15769312308183087, 0.07360110115587344, 0.13040782743690252, 0.10630901038306964, 0.212278485983125]"
8MD8Z3yYIhc-10,"[0.04445537994213143, 0.013705301256045367, 0.09959842095682454, 0.04124363128555693, 0.09777244216339916, 0.08028224723790192, 0.22360239905658671, 0.08092750437083332, 0.17708999318380172, 0.1413226805469194]"
8MD8Z3yYIhc-11,"[0.07603315875543194, 0.04483915635884427, 0.17865237462973113, 0.009213330943645136, 0.06271225187661372, 0.053308665213237114, 0.16289524635079403, 0.1117822100892383, 0.08680054550322645, 0.21376306027923797]"
8MD8Z3yYIhc-12,"[3.3841914109179894e-05, 0.00020304046294692885, 0.5144925400777443, 0.006445420969764668, 0.13488737432860626, 0.10887850817627238, 0.07080390875192427, 4.247392868035924e-05, 0.06512819430837612, 0.09908469708157559]"
8MD8Z3yYIhc-13,"[1.451049369259905e-05, 1.0511331685912085e-05, 0.08484865685181113, 6.920366871277747e-05, 0.3067577606680708, 1.7660175244595077e-05, 0.4123151606864773, 0.0005723932008970685, 0.15855081939777466, 0.03684332352563307]"
8MD8Z3yYIhc-14,"[0.03465920852194617, 0.036982053273027456, 0.055189199341721264, 0.08995077489430132, 0.039245083184538156, 0.08200396969523532, 0.07521116174561901, 0.009322545940987206, 0.17778333538341645, 0.39965266801920724]"
8MD8Z3yYIhc-15,"[0.05743231775061003, 0.042984638352913544, 0.09346853664622619, 0.027048101488285153, 9.68101216501578e-06, 0.23173554586683953, 0.261813366829677, 0.0174277168064, 0.07430579847700688, 0.19377429676987645]"
8MD8Z3yYIhc-16,"[0.11107097414648359, 0.045742810696222436, 0.05183069583024312, 0.0382706780842696, 0.04534182825974891, 0.09654525147181303, 0.17942224548840757, 0.08825843488392311, 0.1705250462644781, 0.17299203487441028]"
8MD8Z3yYIhc-17,"[0.08879488496470642, 0.013618436100353208, 0.10742986033177876, 0.014941142753612737, 0.0900501229620386, 0.062002131363796203, 0.17420774459055657, 0.08216652189657264, 0.16494180345942175, 0.20184735157716308]"
8MD8Z3yYIhc-18,"[4.7646811988347434e-05, 0.06387575090304758, 0.13114754724667815, 3.4356334820068915e-05, 0.00014163817444832078, 0.15939555305655032, 0.16155765121332596, 0.0041326497587829405, 0.2439098637758942, 0.23575734272446444]"
8MD8Z3yYIhc-19,"[0.10354841810407225, 0.046648045276363743, 0.1313592795675124, 0.015477667050297801, 0.06409716880195791, 0.14162532308485748, 0.155322886462859, 0.03281802524096615, 0.12221847182175401, 0.18688471458935985]"
8MD8Z3yYIhc-20,"[0.08653582862669104, 1.3768497937660642e-05, 0.20386904800258235, 0.00011397129298829576, 0.23194261230274468, 0.07926752466778982, 0.00019830662581548397, 0.047781550628982185, 0.11325779124045487, 0.23701959811401338]"
8MD8Z3yYIhc-21,"[0.04481774020632056, 0.025357957014265527, 0.20744862173403736, 0.05934562571989236, 0.06483602129994662, 0.13655214277741515, 0.04356767601888578, 0.04996610162813502, 0.15115346710127642, 0.21695464649982493]"
8MD8Z3yYIhc-22,"[0.018096808326208802, 0.058632856886218616, 0.08008749977391072, 0.0010448908480425274, 0.171457060605975, 0.21929259581423624, 0.1420036787339866, 0.06333036119271801, 0.16054132848653796, 0.08551291933216516]"
8MD8Z3yYIhc-23,"[0.01735113910845358, 0.051070524695789654, 0.00015152437130557257, 0.00019377710475366384, 0.15984536735150354, 0.6162241358605197, 0.0005356679383581917, 0.00026816456494057223, 0.0002128076127515461, 0.1541468913916238]"
8MD8Z3yYIhc-24,"[0.03183056529975747, 8.420055664477387e-05, 0.238655712491979, 0.00013684799498560609, 0.0006906492050044224, 0.002813481310952954, 0.010372581382899157, 0.26158983568985267, 0.1519447743501477, 0.30188135171777636]"
8MD8Z3yYIhc-25,"[0.09618857866386175, 0.0419277480288546, 0.09056445417871206, 0.03997745948977574, 0.12259676052833589, 0.08752856573368129, 0.1042416402176497, 0.09001494309698185, 0.06428982118267995, 0.26267002887946683]"
8MD8Z3yYIhc-26,"[0.06880744112233254, 0.05213340400969039, 0.027490820853626925, 0.03139204978439363, 0.12151130106392853, 0.13783485655166866, 0.16940378072036338, 0.12102086666709559, 0.10318301279796589, 0.1672224664289343]"
8MD8Z3yYIhc-27,"[0.122608883715787, 0.12144449391107026, 0.05546570982579584, 0.08151691554166643, 0.050338770794865074, 0.08906558454587421, 0.2684327792242829, 0.12442142756903725, 0.02574496678096528, 0.06096046809065574]"
8MD8Z3yYIhc-28,"[0.07045721679730453, 6.445543696951918e-05, 0.057936348482207495, 0.07531860674557983, 0.0011199933293250502, 0.1576872240723769, 0.2548847389853216, 0.2200467771605635, 0.04675584929197254, 0.11572878969837923]"
8MD8Z3yYIhc-29,"[0.03684974673849005, 0.0684789652243672, 0.10203866324144842, 0.04854231411453357, 0.13292400644357988, 0.09331516386790388, 0.1494421276431588, 0.04013384771413663, 0.14924027774587728, 0.17903488726650463]"
8MD8Z3yYIhc-30,"[0.12893240154177704, 0.05170558300616126, 0.055447210881601205, 0.020663335260084348, 0.06259637983091391, 0.15664539216634818, 0.15471515827694418, 0.13795502219351313, 0.06484331494832954, 0.1664962018943274]"
8MD8Z3yYIhc-31,"[0.1413530730234139, 1.2272173040124146e-05, 0.11914347828286163, 0.05470535979788998, 0.03186350219187878, 0.07792316852728313, 0.2874619880285539, 0.10787374498620156, 0.07680173302348305, 0.10286167996539393]"
