index,distribution
o7EWuiNkFuQ-3,"[0.027590619317888976, 0.028662279370306402, 0.17491167720219297, 0.11770388825162875, 0.10941037015217023, 0.05289147092525927, 0.20180650671548572, 0.052431622991925164, 0.06895657595350883, 0.1656349891196338]"
o7EWuiNkFuQ-4,"[0.011354280874347413, 0.035362937751109436, 0.14085498742086341, 0.08161594644466735, 0.08112687595732179, 0.20562365778497968, 0.13655154390769184, 0.058717658099053806, 0.0331079389911638, 0.21568417276880147]"
o7EWuiNkFuQ-5,"[0.09351782624761255, 0.0007022264389171002, 0.22764146512576366, 0.0007742333385600421, 0.05239605961470935, 0.036756232588046445, 0.2294804186749876, 0.05204482268634748, 0.1073737935213746, 0.19931292176368076]"
o7EWuiNkFuQ-6,"[0.04009299092838322, 0.015749189151109528, 0.07028424092170259, 0.045572479217329154, 0.0580046031871389, 0.13437933093558962, 0.12568518439670895, 0.05280365161390285, 0.04899343795085555, 0.40843489169727926]"
o7EWuiNkFuQ-7,"[0.06322795545500164, 0.16015033526766076, 0.07881972536931212, 0.02879210023170124, 0.12078855296484482, 0.13911550166753905, 0.003980983234411722, 0.006922162753774563, 0.005474814369086067, 0.3927278686866682]"
o7EWuiNkFuQ-8,"[0.08207534300462774, 0.041282420070251055, 0.07885221909734144, 3.0427548619335594e-05, 0.16121187249143692, 0.06504064732182543, 0.12423103219666776, 0.09406086639078323, 0.21904653700246618, 0.13416863487598107]"
o7EWuiNkFuQ-9,"[0.00015367083219660884, 0.0005271613155367886, 0.1642011256044223, 0.002652309991302096, 0.18452735662909794, 0.13769938117493286, 0.15945871855399196, 0.113195343827077, 0.15939751690272852, 0.07818741516871389]"
o7EWuiNkFuQ-10,"[0.07111657726644689, 0.14451975995733474, 0.00011110738648013412, 0.00012953058251989185, 6.847078933522828e-05, 0.23817636152619906, 6.682101912715603e-05, 0.00018405036411306544, 0.35416029253185294, 0.19146702857659084]"
o7EWuiNkFuQ-11,"[0.15509172021175188, 0.17515524790610293, 0.06299403672090151, 0.00026355693897370426, 0.0793044311774085, 0.13591136515089577, 0.10536204379602794, 0.0005954281891599225, 0.22940782909824478, 0.055914340810533106]"
o7EWuiNkFuQ-12,"[0.04842773503642764, 0.03286832148950297, 0.03368409389226691, 0.07545636805897402, 0.16949118534771568, 0.17713253533228276, 0.17245297298690923, 0.14917602844775557, 0.053772969666146864, 0.08753778974201826]"
o7EWuiNkFuQ-13,"[0.0010824221065777293, 0.12387644658346764, 0.14416150273828457, 3.7427221728117806e-05, 0.00046850932542588213, 0.15546940691107355, 0.05652361619295372, 0.1521294632479791, 0.05437062855247963, 0.31188057712003]"
o7EWuiNkFuQ-14,"[0.035061653748837934, 0.06482627421647146, 0.03857051246178291, 0.06396167080725867, 0.06761668852223321, 0.09906502513461306, 0.03287755937639207, 0.13138911806717865, 0.12414726565729435, 0.3424842320079377]"
o7EWuiNkFuQ-15,"[0.02312178642379271, 0.17030251035525282, 0.02849627481635704, 0.02723856420369992, 0.14663777682155324, 0.1501851813895267, 0.11309194549859228, 0.11975399996094774, 0.09557414853231337, 0.12559781199796435]"
o7EWuiNkFuQ-16,"[0.04149077148727475, 0.02194460412472359, 0.04423021250935776, 0.003035974127456544, 0.07078836084579919, 0.20839942876577466, 0.09551645542878831, 0.11672436953288133, 0.10366650583440991, 0.29420331734353417]"
o7EWuiNkFuQ-17,"[0.0024390204529742836, 0.05470347340588777, 0.04652023854393494, 7.023658884096555e-06, 0.16367810508565273, 0.18719891743232323, 0.3517057280883918, 0.0059300369459310675, 0.07508861086585197, 0.11272884552016799]"
o7EWuiNkFuQ-18,"[0.06492681424194216, 0.0476143817022563, 0.023558777277921127, 0.00042314770148955136, 0.07845783153608768, 0.1225559189112238, 0.4135078463278836, 0.17762352112206337, 0.07091654179172889, 0.0004152193874035686]"
o7EWuiNkFuQ-19,"[0.10808473520225684, 0.025145156271179324, 0.10559680748183628, 2.3720785585246177e-05, 0.04837329602318155, 0.08250454018470917, 0.19837337102039404, 0.12531144902168315, 0.03342989431495855, 0.273157029694216]"
o7EWuiNkFuQ-20,"[0.1326357357351478, 0.049936410748559076, 0.05402091682779241, 0.14498566205870553, 0.04860611929878416, 0.1423074126720262, 0.19077403069041304, 0.12916305360243394, 0.02607594270831912, 0.08149471565781838]"
o7EWuiNkFuQ-21,"[0.02629753172685691, 0.000135372459316055, 0.10688354662299282, 0.07863288790477521, 0.12262070246267279, 0.07195406971322674, 0.15041425310614015, 0.056913543202039944, 0.14546494201852683, 0.2406831507834521]"
o7EWuiNkFuQ-22,"[0.043027260159712394, 0.035342104421992225, 0.0913029266272272, 0.00012335080767278002, 0.059919249087649, 0.14668597960466365, 0.06390925948154234, 0.2375963226049602, 0.08258738243847105, 0.23950616476610886]"
o7EWuiNkFuQ-23,"[0.05163801071037718, 0.04376327915639185, 0.11207044283204283, 0.031091655183341994, 0.0965592853818716, 0.1610005816210941, 0.14004132349431364, 0.060171281813904895, 0.1332627566449081, 0.17040138316175374]"
o7EWuiNkFuQ-24,"[0.06883196745569099, 0.031627815143428904, 0.0651521912855336, 0.09738625610590512, 0.042754625092021534, 0.025942698827675068, 0.13579263049114013, 0.11178049341640382, 0.24931304064438956, 0.1714182815378118]"
o7EWuiNkFuQ-25,"[0.042746763219972714, 0.11177153306339109, 0.019879066787038525, 0.09316421949413926, 0.0737083297301767, 0.15881773932939366, 0.09581874292632221, 0.07945866111322959, 0.12247916290098422, 0.20215578143535207]"
o7EWuiNkFuQ-26,"[9.5393061228777e-05, 0.0007284971939948717, 0.0016816542807146222, 9.102633627756401e-05, 0.2708365944322749, 0.0767841032941589, 0.12140772519176224, 0.31251507755291486, 0.1715332305251998, 0.0443266981314735]"
o7EWuiNkFuQ-27,"[0.11620219873689032, 0.03510775267338311, 0.06673143778471526, 0.002944824312800717, 0.023294171805260857, 0.21611379844739845, 0.07834821189668068, 4.150034484461368e-05, 0.23069664783772975, 0.23051945616029612]"
o7EWuiNkFuQ-28,"[0.053506443561413534, 0.05235793930156761, 0.05139117943511246, 0.024527600165337646, 0.07298315120434702, 0.19750848088839262, 0.12456651288278715, 0.08964594358996211, 0.12863086974721868, 0.20488187922386125]"
o7EWuiNkFuQ-29,"[0.20043336501390696, 0.048343422480851245, 0.06367826214839141, 0.08242151006888336, 0.10348547997794187, 0.025527039384798954, 0.057986483205756265, 0.14240793446100092, 0.07199950151800925, 0.20371700174045967]"
o7EWuiNkFuQ-30,"[0.00026547015844912916, 0.003940502906517895, 0.0011705007249511064, 0.07484483441480308, 0.04968527854637761, 0.14343419998610846, 0.23453524104166645, 0.08810412881647241, 0.13230711618089674, 0.271712727223757]"
o7EWuiNkFuQ-31,"[0.01898058124162506, 0.014855169938511424, 0.1306380827636446, 0.12353123448955515, 0.05782952930390028, 0.1797351263873303, 0.054812318171050936, 0.061415576798381354, 0.20828562444470194, 0.14991675646129915]"
o7EWuiNkFuQ-32,"[0.06910953498079547, 0.0004760554115320348, 0.05337852821985359, 0.0003418078332809125, 0.05936181563623018, 0.12324969740270059, 0.11212883148972629, 0.1515906084960012, 0.30135184842627427, 0.1290112721036056]"
o7EWuiNkFuQ-33,"[0.07594553395589815, 0.057769417074447015, 0.12715726928232354, 0.008744438064561835, 0.12379477347938904, 0.18654528844094742, 0.10784337515540934, 0.05401380107621138, 0.11699840070356492, 0.14118770276724718]"
o7EWuiNkFuQ-34,"[0.03210091062244302, 0.11410384148835487, 0.15664955028020072, 0.0101522942229475, 0.10651593647043842, 0.15868228325100406, 0.23760274417631105, 0.05924714288222878, 0.00018759035155554546, 0.12475770625451608]"
o7EWuiNkFuQ-35,"[0.16600317718997004, 0.10126964038433976, 0.02199442880349946, 6.203384961252548e-05, 0.0019372560771190187, 0.16466910649946093, 0.1313582214639762, 0.06016609006697287, 0.2975791313429649, 0.05496091432208439]"
o7EWuiNkFuQ-36,"[0.038083094422227654, 4.860303444332715e-05, 0.03119925945072428, 0.06226164807940026, 0.0701888650175808, 0.12829476198370543, 0.0006303247912997363, 0.18136947636419032, 0.2253046193005702, 0.2626193475558581]"
o7EWuiNkFuQ-37,"[0.06887375436792391, 0.09145390248205298, 0.20271877492198617, 0.0837341573067762, 0.00029672765438201927, 0.03991911895871477, 0.07895522016579491, 0.03669736719303442, 0.16853589791123927, 0.22881507903809536]"
o7EWuiNkFuQ-38,"[0.008827942258494465, 0.0770056824931916, 0.03105073626261405, 0.04628005377421204, 0.00015155472086948686, 0.20438027548129686, 0.23617378894836077, 0.0485436524231257, 0.1697526251904151, 0.17783368844742034]"
o7EWuiNkFuQ-39,"[0.011689868286541305, 0.1817984667359321, 0.0013336792596765608, 0.0008467946974423722, 0.00016884465181480493, 0.14391551342290004, 0.310898059357354, 0.062335808063370884, 0.12674009435497333, 0.16027287116999453]"
o7EWuiNkFuQ-40,"[0.06614691116155239, 7.450173701626492e-05, 0.00027708853049847657, 0.00011836175338011804, 0.2710712748227394, 0.43707567639370853, 0.07857059754336007, 0.0001680547192203151, 0.1456349345604837, 0.0008625987780405677]"
o7EWuiNkFuQ-41,"[3.2009268418035606e-05, 0.004384077932908687, 0.1723418259742281, 1.7195203985819017e-05, 0.12916974629626027, 7.952287793716255e-05, 0.14790720805864127, 0.03737914251463239, 0.35702698382958276, 0.1516622880434056]"
o7EWuiNkFuQ-42,"[1.3749691950415599e-05, 0.07793594945698555, 8.329726943131906e-05, 0.1792551023319947, 0.06310140387489918, 0.05106248304884043, 0.14074123056428378, 0.06848952351862736, 0.10543994239093205, 0.31387731785205497]"
o7EWuiNkFuQ-43,"[0.05632397174487247, 0.025943066487385612, 0.11225387706711401, 0.13260015728343041, 0.023429728608840884, 0.0779246690481963, 0.26070263033482693, 0.04384287354436767, 0.17701499106423238, 0.0899640348167335]"
o7EWuiNkFuQ-44,"[0.01878361526266987, 0.02715932798606202, 0.10716592683040731, 2.380313198765147e-05, 0.043841715801708196, 0.17206154483711963, 0.11111069806641057, 0.24730503999720055, 0.18639997076930143, 0.08614835731713272]"
o7EWuiNkFuQ-45,"[0.00018342463657315545, 0.014898898493764889, 0.024880827931675033, 0.07113738740962482, 0.4796199175037769, 0.0002677574665285023, 0.17454150261182247, 0.0811255242016955, 0.00036365363350483564, 0.15298110611103374]"
o7EWuiNkFuQ-46,"[0.16825769436656476, 3.443459824701271e-05, 0.00011657135695412989, 0.0005200287517676592, 0.05662209957885562, 0.17294136702970547, 0.27451808664388144, 0.09940163261745624, 0.027018584356699057, 0.20056950069986867]"
o7EWuiNkFuQ-47,"[8.658935210972647e-05, 0.00011790375199119379, 0.014264682661489593, 0.001076476837747872, 0.07891269548579431, 0.041953244231845904, 0.1198183730185179, 0.19782377454189293, 0.13071544548893768, 0.41523081462967254]"
o7EWuiNkFuQ-48,"[0.0029445718149796792, 0.09194599960544662, 0.11063375964949947, 0.00014101694872649552, 0.10885806716440014, 0.1437704300043174, 0.1819105414440794, 0.10369093499280468, 0.16008558781258386, 0.0960190905631623]"
o7EWuiNkFuQ-49,"[0.0650385446289602, 0.0983744723231027, 0.04585613199933329, 0.07073032513906707, 0.15231781653826848, 0.06685649006280195, 0.20893561453145526, 0.04619608828252955, 0.143555186132388, 0.10213933036209366]"
o7EWuiNkFuQ-50,"[0.09353924535171934, 0.07233919472617727, 0.15377550736413376, 2.7839232695237955e-05, 0.12719897298301655, 0.029171558481717073, 0.0890565977567149, 0.276991780163189, 0.036099063971500193, 0.12180023996913668]"
o7EWuiNkFuQ-51,"[0.12163399867696892, 0.060224477840415645, 0.04044096267629033, 0.08092177425939695, 0.1145995358355917, 0.1310079460524562, 0.059700059179044786, 0.10316763762437317, 0.16644963849393274, 0.12185396936152983]"
o7EWuiNkFuQ-52,"[0.015978505061230348, 0.051782206929563056, 0.08988877399406241, 0.1245635116710101, 0.00021909525891670163, 0.17535982771915187, 0.132785973724524, 0.2363739847624163, 0.04923719069241081, 0.12381093018671446]"
o7EWuiNkFuQ-53,"[0.09555771061536346, 0.0190217409559, 0.07991776080715575, 0.017347202660974132, 0.08787573612782697, 0.04547993115145251, 0.07896521828684504, 0.24830165349235161, 0.030139606852531507, 0.2973934390495991]"
o7EWuiNkFuQ-54,"[0.09428736323591784, 0.05257673428616416, 0.004334200387077342, 0.00019863720464284208, 0.02787279496942892, 0.20608323806756365, 0.27276957285061165, 0.0711996175688579, 0.10320095643591763, 0.16747688499381763]"
o7EWuiNkFuQ-55,"[0.012414260626755727, 0.0006982108671696324, 0.17615951483162273, 0.00021678951992089437, 0.12851766035334192, 0.20343291837524094, 0.23564077599949668, 0.022631659032976502, 0.08458667424909297, 0.13570153614438213]"
o7EWuiNkFuQ-56,"[4.777358284443678e-05, 0.06128613110760534, 0.056675120626623436, 0.022890663185057558, 0.00093407113678582, 0.18927972582623823, 0.18495888034448035, 0.19177176883689007, 0.16356137480415003, 0.12859449054932476]"
o7EWuiNkFuQ-57,"[0.0883292736146277, 0.025837144652309293, 0.058726191694269264, 0.03577351352469428, 0.05245798920669536, 0.1571168024194563, 0.19796968606267773, 0.03248566845866937, 0.06601263733447175, 0.28529109303212913]"
o7EWuiNkFuQ-58,"[4.44892723547493e-05, 0.08090359807616622, 0.051998068637183335, 0.18906712186793906, 0.19123485080514427, 0.13844206647804022, 0.0006554586612802587, 0.003671645980290137, 0.31009336361824946, 0.03388933660335239]"
o7EWuiNkFuQ-59,"[0.00023146281562956875, 0.0005837006065228645, 0.1896872277707333, 0.0006151951475710059, 0.03245534602400801, 0.1338163135311272, 0.14969929126271964, 0.20343961195513116, 0.2017162522238931, 0.08775559866266401]"
o7EWuiNkFuQ-60,"[0.0013893200892247843, 0.060617729058848935, 0.03651511800976102, 0.10774289448535387, 0.09824978402807107, 0.1589795671352091, 0.11988023077463092, 0.10933452958912541, 0.25045028859484286, 0.0568405382349321]"
o7EWuiNkFuQ-61,"[0.040772730808883224, 8.686793819283076e-05, 0.05833404118811072, 0.06277041041489693, 0.09224781704488673, 0.15451085346227442, 0.10264126311800356, 0.09755568234946006, 0.13526117567921844, 0.25581915799607297]"
o7EWuiNkFuQ-62,"[0.08304595423007576, 6.254224511090655e-05, 0.10385843930416473, 0.00931204333149199, 0.0902968127343504, 0.16261575749370188, 0.27574130707537736, 0.0007835693929908387, 0.11341354652956027, 0.16087002766317585]"
o7EWuiNkFuQ-63,"[0.021580313453935372, 0.05705399153158252, 0.04718553438466711, 0.004420897170523904, 0.007931504392985664, 0.17464278409366749, 0.1353224753600737, 0.13703960511694105, 0.07090745549617576, 0.3439154389994476]"
o7EWuiNkFuQ-64,"[0.0571307981191326, 0.013268768150569854, 0.029294095413803622, 0.03894623937393973, 0.13424109654234676, 0.1977501034692458, 0.134705713344852, 0.05529395999779974, 0.10185771757716065, 0.2375115080111492]"
o7EWuiNkFuQ-65,"[0.00021121790862674837, 0.3137854679140073, 0.00016232223902702892, 0.00018802704313381982, 0.018668509057991993, 0.1392611456397534, 0.4133852895742621, 0.11400926767198442, 0.00014944044844297837, 0.00017931250277024326]"
o7EWuiNkFuQ-66,"[0.1651510091600843, 0.00032015195106213293, 0.07445545387940071, 4.1139728028070914e-05, 0.12092311860967771, 0.011916120514912101, 0.3037809809108123, 0.037637629558029094, 0.07167602753471228, 0.2140983681532813]"
o7EWuiNkFuQ-67,"[0.041467864635235066, 0.058580975366683836, 0.0445602397171676, 0.03864147672651446, 0.04067959735089124, 0.26137845490850803, 0.2055149545774485, 0.05992633267085526, 0.10477027706787771, 0.1444798269788182]"
o7EWuiNkFuQ-68,"[0.08352274576812473, 0.042505392111623845, 0.12746616873199318, 0.0166494876469753, 0.0807253663538109, 0.1471707886682923, 0.12005480109053822, 0.16892315591550147, 0.12772527984510137, 0.08525681386803853]"
o7EWuiNkFuQ-69,"[3.351126832232197e-05, 0.00011651136527853292, 0.06157342499060716, 1.6769295204776268e-05, 0.04350226431102949, 0.10439419736891457, 0.4865432894697515, 0.07841911730563801, 1.9715195874001114e-05, 0.22538119942937967]"
o7EWuiNkFuQ-70,"[0.014653537548421506, 0.019038373946042284, 0.01664123983948897, 0.0102882638243734, 0.20236405800719212, 0.19457113794259603, 0.19163886888705087, 0.05268657089574011, 0.13096690839203867, 0.167151040717056]"
o7EWuiNkFuQ-71,"[0.1254947834183014, 0.11477388113147932, 0.0007825980582973498, 9.628412301411208e-05, 0.031031620093182378, 0.19879462706171305, 0.23177176631569543, 0.06780629192446973, 0.14941604130605682, 0.08003210656779061]"
o7EWuiNkFuQ-72,"[2.3945866976738954e-05, 0.0584497300891284, 0.25351764109319785, 0.0014248087779960286, 0.0163525380930517, 0.09456951124896976, 0.0710162020398506, 0.21351846406291314, 0.16974395673484421, 0.12138320199307158]"
o7EWuiNkFuQ-73,"[0.00012228116817488316, 0.00024699099238347964, 0.13064695225289358, 0.014169890705850535, 0.135344762781488, 0.19966935059992558, 0.1456281861427204, 0.07200705027171465, 0.11810783890859365, 0.18405669617625534]"
o7EWuiNkFuQ-74,"[0.034604800434670804, 0.0004404557938289894, 0.10476788611063984, 0.00036531041725759104, 0.040933516233330004, 0.06099627880340626, 0.24225615602516778, 0.19541706823030464, 0.003590829622870198, 0.3166276983285239]"
o7EWuiNkFuQ-75,"[0.00035942934594864487, 0.12921384280401627, 0.06509048791578863, 0.0478972065521782, 0.10552923170013857, 0.17498120050026408, 0.06301805557734409, 0.057629251500969265, 0.11374378862484315, 0.24253750547850897]"
o7EWuiNkFuQ-76,"[0.037216914491870784, 0.015360911676834059, 0.16026629429375847, 0.005427687196240766, 0.25716500055622094, 0.13832885962659255, 0.12135554441986071, 0.021998157084283248, 0.12992134144903317, 0.11295928920530518]"
o7EWuiNkFuQ-77,"[0.10512888796985558, 0.01657841225725614, 0.05670408843090902, 0.030448819127279713, 0.08902395774724496, 0.09047782418635797, 0.23972271961689634, 0.19007417870738244, 0.06250258648871636, 0.11933852546810152]"
o7EWuiNkFuQ-78,"[0.05605164344807029, 0.117489116330239, 0.10057216711522435, 0.013046197402848684, 0.054650174330662056, 0.02760849419250493, 0.1918872176050934, 0.07274463769591806, 0.09288013068213992, 0.27307022119729935]"
o7EWuiNkFuQ-79,"[0.08642922008488066, 0.011694501136948419, 0.09200689584003209, 4.0232424628776955e-05, 0.1271256756832312, 0.1674914817061251, 0.09416759032026119, 0.11004419938980685, 0.19268371111236948, 0.11831649230171644]"
o7EWuiNkFuQ-80,"[0.07613097858741066, 0.06973326681145461, 0.12239642248217497, 0.020397879686042772, 0.040487117040595016, 0.00033885111551601617, 0.1204648129521719, 0.00016840686552313465, 0.20047931770115926, 0.3494029467579517]"
o7EWuiNkFuQ-81,"[0.0013077187576928124, 0.00010943629603196327, 0.16158601422489544, 0.020596818683980826, 5.857462365491864e-05, 0.02471907173990354, 0.19849088268754744, 0.23330446650702213, 0.08888498345518371, 0.2709420330240871]"
o7EWuiNkFuQ-82,"[0.04536972754095587, 0.005478737708400806, 9.22838127375178e-05, 0.00010819215844631619, 0.168565446917035, 0.00020510416268216693, 0.3220567201293834, 0.00015635150465700363, 0.07731433582168178, 0.38065310024402005]"
o7EWuiNkFuQ-83,"[0.10459912478769051, 0.032053635656929376, 0.023803811700482375, 0.022399483586462893, 0.13827981685125817, 0.07301502196030388, 0.16289755144236998, 0.11322031225773135, 0.2549626676546132, 0.07476857410215837]"
o7EWuiNkFuQ-84,"[0.060228984995612744, 0.05168551317619605, 0.1118011466764637, 0.07127941430533206, 0.09572540142172634, 0.12072266273817124, 0.1415738816606362, 0.022456381459159097, 0.15768017278061325, 0.16684644078608943]"
eWKxhfAVHWw-1,"[0.0721820328258746, 0.039065395661559935, 0.1261560585572569, 0.0292776316510451, 0.07947512445282172, 0.1559590272750018, 0.05048454359600255, 0.14696315628071668, 0.08574854033300898, 0.21468848936671234]"
eWKxhfAVHWw-2,"[0.06437485755826201, 0.04509158934043618, 0.09720766717931748, 1.5037879408567638e-05, 0.11310898951203095, 0.23257148863368302, 0.2018816399876844, 0.03856761898171105, 0.09986351937969114, 0.10731759154777529]"
eWKxhfAVHWw-3,"[0.05615549238762989, 0.040455197931677886, 0.074583640162139, 0.03238542839402331, 0.13240666414665248, 0.18548132074882698, 0.07206362912754626, 0.1265086542357869, 0.07663272343755893, 0.20332724942815827]"
eWKxhfAVHWw-4,"[0.10585172501163617, 0.05448429359199727, 0.19953316501943624, 0.02949012001686705, 0.05493860164219762, 0.12166763048019512, 0.10060398172706024, 0.06473608583505074, 0.08096626335761808, 0.1877281333179413]"
eWKxhfAVHWw-5,"[0.07137751918528, 0.07933084482153734, 0.11328620818013917, 0.02407919982673223, 0.04228473768613659, 0.10081216514713577, 0.08156136062048872, 0.177025431164691, 0.0641616168115476, 0.2460809165563123]"
eWKxhfAVHWw-6,"[0.04650431615279245, 0.03014098018522629, 0.13271031524067123, 0.05351962575071949, 0.1328223053574977, 0.12015549838673965, 0.18348600938605658, 0.049903471647880324, 0.10119102534751484, 0.14956645254490092]"
eWKxhfAVHWw-7,"[0.05956241258375458, 0.09785093480545158, 0.04129538361409927, 0.06433196041692717, 0.16035184856730006, 0.11687694520824933, 0.19555955932880514, 0.044984680480295004, 0.0702622956054633, 0.1489239793896548]"
eWKxhfAVHWw-8,"[0.058261952149835726, 0.008176434566913823, 0.12794865143930698, 0.013611773191519719, 0.11597868105906069, 0.08686597641926884, 0.19372264996619387, 0.11036808098045675, 0.035723790732785025, 0.24934200949465848]"
eWKxhfAVHWw-9,"[0.036756687256429686, 0.05290872039918016, 0.037603923000088434, 0.06836604691115397, 0.11690507517508773, 0.2131462034162468, 0.08524377869368342, 0.044903115551953296, 0.1300024102671086, 0.21416403932906825]"
eWKxhfAVHWw-10,"[0.017883360047039082, 0.0003091260265689416, 0.08728515865427824, 1.8675031281481484e-05, 0.059072741926077345, 0.1186779422039198, 0.024070871949545932, 0.09024348707528172, 0.3864741382723701, 0.2159644988136377]"
eWKxhfAVHWw-11,"[0.0076062092466411615, 0.043563145234582455, 0.15902501759681303, 0.045201482871940646, 0.05657021113251026, 0.08874707325424919, 0.19043334308957202, 0.08872645764979764, 0.025980384530908066, 0.2941466753929853]"
eWKxhfAVHWw-12,"[0.04756995511183724, 0.049283217328376476, 0.07156835529671013, 0.007164937292762856, 0.059535737641216335, 0.09092347019051186, 0.0820535600605844, 0.2660134323952996, 0.04661923434313353, 0.27926810033956795]"
eWKxhfAVHWw-13,"[0.05923469133767268, 0.05452138489030447, 0.19440137193454793, 0.05322055281479052, 0.028000230616036043, 0.11354030449429399, 0.13958123719302803, 0.07788740435974392, 0.08031919560486132, 0.1992936267547212]"
eWKxhfAVHWw-14,"[0.07547182801949945, 0.03741851142935614, 0.10327286872189043, 0.017986233188342294, 0.0884567940745717, 0.0651664231690621, 0.10992683557549789, 0.2541174327109222, 0.05342890916809181, 0.19475416394276696]"
eWKxhfAVHWw-15,"[0.09962626341582216, 0.10890245638679122, 0.07482452414336119, 0.020947509767729567, 0.09676979798591447, 0.09328165784242459, 0.1853086511783162, 0.057968195794414486, 0.20266654669490702, 0.05970439679031912]"
eWKxhfAVHWw-16,"[0.07681492304756501, 0.08648678055347361, 0.08482543218466063, 0.0001249214175554776, 0.013795048357486534, 0.044462775519335425, 0.18880328127493107, 0.1317052536206759, 0.09397591334030621, 0.2790056706840096]"
eWKxhfAVHWw-17,"[0.1491860339291192, 0.17130342292437659, 0.0003152638709166382, 0.021401005145906853, 0.00038049895108175665, 0.14396330178322067, 0.20154657916509142, 0.1814212188564874, 0.0008781903484334973, 0.12960448502536598]"
eWKxhfAVHWw-18,"[4.2851373414628435e-05, 0.05492448166795219, 0.4252107629516335, 3.9856975165711506e-05, 0.05619256006849718, 0.1224555109465183, 0.06973713214963705, 0.0564827732932307, 0.1478308812313679, 0.06708318934258288]"
eWKxhfAVHWw-19,"[0.0044290123052149405, 0.07077360030771838, 0.04981238381567383, 0.0484024117052616, 0.0007041351457127133, 0.11499069755652323, 0.12298291055063214, 0.12585625702629497, 0.09964079203570929, 0.36240779955125907]"
eWKxhfAVHWw-20,"[0.14116589858164966, 0.1130619451919428, 0.0043193415764545265, 0.00020740036670629266, 0.03668388318092941, 0.20825913757717568, 0.231502126583639, 0.058970593655983554, 0.10841981718963788, 0.09740985609588114]"
eWKxhfAVHWw-21,"[0.05617958255275715, 0.04286411364552466, 0.06509887879408818, 0.08608896128669354, 0.09459819446719417, 0.15107069382420438, 0.18920853570655904, 0.08948393966016345, 0.06553341007917055, 0.1598736899836448]"
eWKxhfAVHWw-22,"[0.02517345265817555, 0.0593375428525572, 0.2813349487632941, 0.0005949157309268126, 0.0769398541517806, 0.1006365139060864, 0.09908107380185743, 0.012285928806850456, 0.1633787037805553, 0.18123706554791605]"
eWKxhfAVHWw-23,"[0.09017027028061757, 0.0027234215145574806, 0.08315295345366712, 7.496561235328306e-05, 0.10474908795008912, 0.23516355545039408, 0.004125486492306262, 0.005736649059654916, 0.14507747191162637, 0.3290261382747337]"
eWKxhfAVHWw-24,"[0.0647053382250543, 0.13682757217418343, 0.08160633586967159, 0.03227075179678166, 0.016188787374113826, 0.15030202603575715, 0.18689128975159838, 0.044193817394135936, 0.1044930790505234, 0.18252100232818047]"
eWKxhfAVHWw-25,"[0.03847168753286853, 0.18129923336643208, 0.13181413633042222, 0.0005502168311330933, 0.03664323691286466, 0.11145141533279465, 0.02712450530281641, 0.052612133409224736, 0.08990179229991127, 0.3301316426815324]"
eWKxhfAVHWw-26,"[0.07695699596542845, 0.017369069904766582, 0.13947788625269375, 0.000307544353358732, 0.10029446197270267, 0.15915781536624204, 0.1664205223785705, 0.05425410692817062, 0.05002015859690173, 0.23574143828116514]"
eWKxhfAVHWw-27,"[0.0024276085946919024, 0.0008988971544603039, 0.05134857369207266, 0.08836900475195049, 0.09785565929084168, 0.057316555957073516, 0.4544415149995715, 0.2120799845196543, 0.02812444119497853, 0.007137759844705068]"
eWKxhfAVHWw-28,"[0.0436006241738958, 0.12743510919242626, 4.6724320707679247e-05, 0.06389636727950002, 0.03446534960021453, 0.03442115131361702, 0.15850171527531962, 0.012137993725232301, 0.23537178652423998, 0.2901231785948469]"
eWKxhfAVHWw-29,"[0.11933703393442642, 0.04449626866259321, 0.06194330308855152, 5.393387055903137e-05, 0.0766450793479246, 0.0967764708755081, 0.11229411767952993, 0.13271762114413085, 0.1811318332288314, 0.174604338167945]"
sh7rAcsmVLQ-1,"[0.07858961159877705, 0.08122006604164779, 0.06417555893819378, 0.06986473319664017, 0.07245280092129709, 0.08311547807024551, 0.15953237164245848, 0.05008209665403472, 0.11454216037943632, 0.22642512255726882]"
sh7rAcsmVLQ-2,"[0.06617355688116845, 0.014234531515609224, 0.024541181446393317, 0.25684588488066223, 0.11220956924217251, 0.04403802801237352, 0.14079000920337006, 0.06825805037530032, 0.10217055205951428, 0.17073863638343562]"
sh7rAcsmVLQ-3,"[0.06002032331272085, 0.014452239371556408, 0.0799520043083127, 0.018210149922221218, 0.01904020668081832, 0.06916664679513479, 0.11258223116274961, 0.1007716372806708, 0.33433588538832004, 0.19146867577749477]"
sh7rAcsmVLQ-4,"[0.02355084616949864, 0.03147056640541167, 0.05309348462464769, 0.03585648751753207, 0.14070559644181205, 0.09646096481603111, 0.129597155416368, 0.06833330846051652, 0.11842806134031754, 0.3025035288078642]"
sh7rAcsmVLQ-5,"[0.03959010275502377, 0.040165723427169876, 0.03786146340748066, 0.0722312951059881, 0.15388137745329608, 0.09593169217633875, 0.06585161791285392, 0.16852320898430442, 0.14027318695658486, 0.18569033182095987]"
sh7rAcsmVLQ-6,"[0.06730276243769787, 0.0308629033075057, 0.09214807374908635, 0.015086474855632576, 0.03911688151522388, 0.18290803251643956, 0.2149294603096337, 0.08554272746206566, 0.14004836658688208, 0.1320543172598325]"
